step,loss_before,loss_after,grad_norm,parameter_delta
66,5.269916437100619e-05,4.378266021376476e-05,0.013664150224392177,0.0006831331893008857
67,4.378266021376476e-05,3.638526686700061e-05,0.012443980426203522,0.0006221720118352089
68,3.638526686700061e-05,3.0247556424001232e-05,0.011334058557660199,0.0005668163545259842
69,3.0247556424001232e-05,2.515344021958299e-05,0.010324537522648964,0.0005163352218435564
70,2.515344021958299e-05,2.092651993734762e-05,0.00940617994767862,0.0004702157538149573
71,2.092651993734762e-05,1.7416265109204687e-05,0.008571143342654899,0.0004286418040478799
72,1.7416265109204687e-05,1.4500005818263162e-05,0.007811393277561302,0.00039065450307587213
73,1.4500005818263162e-05,1.2076917300873902e-05,0.007120068418509737,0.00035598565089703805
74,1.2076917300873902e-05,1.0063113222713582e-05,0.006490975463946601,0.00032459759234834305
75,1.0063113222713582e-05,8.388262358494103e-06,0.005918583848633829,0.0002960117542710086
76,8.388262358494103e-06,6.995288913458353e-06,0.005397499294482639,0.0002699699742668634
77,6.995288913458353e-06,5.836045602336526e-06,0.004923226271977939,0.0002461982551140678
78,5.836045602336526e-06,4.8720194172346964e-06,0.004491376767735272,0.0002244768868255286
79,4.8720194172346964e-06,4.068845555593725e-06,0.004098625161092752,0.00020497752442020378
80,4.068845555593725e-06,3.3996095680777216e-06,0.003740813140951496,0.00018702323880740094
81,3.3996095680777216e-06,2.8415993256203365e-06,0.003414848026679931,0.00017081738656394337
82,2.8415993256203365e-06,2.3766260710544884e-06,0.0031178305980204125,0.00015589896507549528
83,2.3766260710544884e-06,1.9884512312273728e-06,0.0028474318525012515,0.00014245847088028158
84,1.9884512312273728e-06,1.6648156133669545e-06,0.00260084077323661,0.00013005478078028282
85,1.6648156133669545e-06,1.3945544878879446e-06,0.0023763481298780184,0.00011886592304622559
86,1.3945544878879446e-06,1.1691173540384625e-06,0.0021716935694808424,0.00010848466175950512
87,1.1691173540384625e-06,9.802880640563671e-07,0.0019854182131581652,9.930300181690849e-05
88,9.802880640563671e-07,8.22605102257512e-07,0.0018152130904591458,9.087503666150968e-05
89,8.22605102257512e-07,6.904501219651138e-07,0.0016602045361476983,8.29844797271455e-05
90,6.904501219651138e-07,5.80082939904969e-07,0.0015185651083499598,7.601253944926253e-05
91,5.80082939904969e-07,4.878551749243343e-07,0.0013896309256442448,6.93694171733979e-05
92,4.878551749243343e-07,4.100899957393267e-07,0.001272269781116407,6.369308526727154e-05
93,4.100899957393267e-07,3.451831958045659e-07,0.001164458734572702,5.82855410513795e-05
94,3.451831958045659e-07,2.906773204358615e-07,0.0010665453176578507,5.331681286245595e-05
95,2.906773204358615e-07,2.4497609274476417e-07,0.0009769999417372289,4.8888018873968845e-05
96,2.4497609274476417e-07,2.0649048337872955e-07,0.0008953491899935189,4.472296012347923e-05
97,2.0649048337872955e-07,1.7431295873393537e-07,0.0008205518814241306,4.0971863864711404e-05
98,1.7431295873393537e-07,1.4721108243520575e-07,0.0007525476360603592,3.75302954418422e-05
99,1.4721108243520575e-07,1.2432002449713764e-07,0.0006903050015083341,3.456659590750302e-05
100,1.2432002449713764e-07,1.0516438209151602e-07,0.0006331817945597289,3.161811517951427e-05
101,1.0516438209151602e-07,8.892030933793649e-08,0.0005812940567586203,2.913358032109909e-05
102,8.892030933793649e-08,7.524555911686548e-08,0.0005335007901532882,2.666668442321107e-05
103,7.524555911686548e-08,6.37604671283043e-08,0.0004898394561748561,2.4513691901985136e-05
104,6.37604671283043e-08,5.404325520430575e-08,0.0004500959573135032,2.2515176262120727e-05
105,5.404325520430575e-08,4.579749912636544e-08,0.00041362176443920245,2.07527760965272e-05
106,4.579749912636544e-08,3.888496280524123e-08,0.00038001661231527964,1.899219489935105e-05
107,3.888496280524123e-08,3.299862072481119e-08,0.000349501693003988,1.7547672209412763e-05
108,3.299862072481119e-08,2.804492282848514e-08,0.00032136013894496434,1.6022483534350845e-05
109,2.804492282848514e-08,2.382980213155861e-08,0.0002956910568880768,1.4808965618120536e-05
110,2.382980213155861e-08,2.0282371337998484e-08,0.0002720478260680202,1.3608668511228881e-05
111,2.0282371337998484e-08,1.7256175155466735e-08,0.0002505590615482176,1.2532434680703161e-05
112,1.7256175155466735e-08,1.4698485983899445e-08,0.0002306583433220225,1.1553465209186914e-05
113,1.4698485983899445e-08,1.2542576754981383e-08,0.00021247424104336185,1.0578271254849697e-05
114,1.2542576754981383e-08,1.0694529706256617e-08,0.00019593531711648083,9.824646453655766e-06
115,1.0694529706256617e-08,9.117741228692466e-09,0.0001806211162526989,9.07264146895097e-06
116,9.117741228692466e-09,7.78638753473615e-09,0.00016648360005143214,8.325042849501747e-06
117,7.78638753473615e-09,6.641211136582115e-09,0.00015359105661520603,7.787934766321695e-06
118,6.641211136582115e-09,5.682907922022196e-09,0.0001416047771855142,7.042686679793003e-06
119,5.682907922022196e-09,4.862636071578663e-09,0.000130768342523237,6.5086525415032855e-06
120,4.862636071578663e-09,4.1703751563204605e-09,0.00012077547719102042,5.975049770358925e-06
121,4.1703751563204605e-09,3.5679770249430476e-09,0.00011165328716049522,5.561148494147442e-06
122,3.5679770249430476e-09,3.0489313296300224e-09,0.00010314706940414715,5.234360313439405e-06
123,3.0489313296300224e-09,2.6185893453600784e-09,9.517596907381663e-05,4.702727150338739e-06
124,2.6185893453600784e-09,2.240145402510052e-09,8.807643852003096e-05,4.49886761620371e-06
125,2.240145402510052e-09,1.927370707477394e-09,8.13407930449692e-05,3.9698662293783934e-06
126,1.927370707477394e-09,1.6626366949878957e-09,7.535315257646658e-05,3.641253554654423e-06
127,1.6626366949878957e-09,1.4309130547118798e-09,6.987963092738473e-05,3.4405874466089753e-06
128,1.4309130547118798e-09,1.23612775571047e-09,6.476838619744737e-05,3.1137366024515574e-06
129,1.23612775571047e-09,1.0725264010247315e-09,6.009621232513165e-05,2.915757848891022e-06
130,1.0725264010247315e-09,9.134325518189712e-10,5.5926246761473525e-05,2.915757848891022e-06
131,9.134325518189712e-10,7.850745609161436e-10,5.1564911344837584e-05,2.5850830605270197e-06
132,7.850745609161436e-10,6.754904413597274e-10,4.772230599944192e-05,2.3908819103397823e-06
133,6.754904413597274e-10,5.776462641549074e-10,4.4233519257020365e-05,2.2563330210146547e-06
134,5.776462641549074e-10,4.98766361545222e-10,4.082923078648239e-05,2.0587344216311625e-06
135,4.98766361545222e-10,4.287286081705588e-10,3.789035670370884e-05,1.8706744702428836e-06
136,4.287286081705588e-10,3.7088332405232904e-10,3.510270973498422e-05,1.7285346984863281e-06
137,3.7088332405232904e-10,3.2153113505017927e-10,3.2610452504491215e-05,1.5370603750023397e-06
138,3.2153113505017927e-10,2.7803759294897645e-10,3.0313952549696007e-05,1.5370603750023397e-06
139,2.7803759294897645e-10,2.352620320777987e-10,2.819303734260567e-05,1.5370603750023397e-06
140,2.352620320777987e-10,2.06723971274414e-10,2.588623894049031e-05,1.1980385328675377e-06
141,2.06723971274414e-10,1.7738832625013856e-10,2.424478685844724e-05,1.1980385328675377e-06
142,1.7738832625013856e-10,1.5227863414679632e-10,2.2446870776847612e-05,1.1980385328675377e-06
143,1.5227863414679632e-10,1.3062395609608757e-10,2.075964939564056e-05,1.018524616398517e-06
144,1.3062395609608757e-10,1.1405587585500143e-10,1.9209167463506358e-05,1.018524616398517e-06
145,1.1405587585500143e-10,9.740730444462997e-11,1.7948278552603582e-05,8.678567277527473e-07
146,9.740730444462997e-11,8.399669848557778e-11,1.6544452923191485e-05,8.678567277527473e-07
147,8.399669848557778e-11,7.457012785039296e-11,1.534759743979194e-05,6.848052318737541e-07
148,7.457012785039296e-11,6.5625282985593e-11,1.4439856637037356e-05,6.848052318737541e-07
149,6.5625282985593e-11,5.512512668559566e-11,1.3550037173294252e-05,6.848052318737541e-07
150,5.512512668559566e-11,4.712175094567783e-11,1.2410971659640673e-05,6.848052318737541e-07
151,4.712175094567783e-11,4.069766745828929e-11,1.1477433808560082e-05,6.848052318737541e-07
152,4.069766745828929e-11,3.55505624938246e-11,1.066092562319484e-05,5.462855929083633e-07
153,3.55505624938246e-11,3.0752622670604524e-11,9.942025826125363e-06,3.5762786865234375e-07
154,3.0752622670604524e-11,2.80082623760336e-11,9.239203238896543e-06,3.4240261593687705e-07
155,2.80082623760336e-11,2.5177970819356688e-11,8.819546695716527e-06,3.4240261593687705e-07
156,2.5177970819356688e-11,2.238798035847367e-11,8.355677491903306e-06,3.4240261593687705e-07
157,2.238798035847367e-11,2.007150001759328e-11,7.869159708723826e-06,3.4240261593687705e-07
158,2.007150001759328e-11,1.7395973550549115e-11,7.4403690977160266e-06,3.4240261593687705e-07
159,1.7395973550549115e-11,1.5225487537406934e-11,6.912276399758776e-06,3.4240261593687705e-07
160,1.5225487537406934e-11,1.2945644556339175e-11,6.476405934068127e-06,3.4240261593687705e-07
161,1.2945644556339175e-11,1.1055045767704996e-11,5.964931987491493e-06,3.4240261593687705e-07
162,1.1055045767704996e-11,9.173106718662893e-12,5.506766029172815e-06,3.4240261593687705e-07
163,9.173106718662893e-12,7.559286530067766e-12,5.004817468284167e-06,3.4240261593687705e-07
164,7.559286530067766e-12,6.362466109521847e-12,4.5412942779804495e-06,3.4240261593687705e-07
165,6.362466109521847e-12,4.917399820669743e-12,4.162442658588359e-06,3.4240261593687705e-07
166,4.917399820669743e-12,4.324207658612522e-12,3.6463794350855965e-06,2.457562461863554e-07
167,4.324207658612522e-12,3.784972335552084e-12,3.4265931913898633e-06,2.457562461863554e-07
168,3.784972335552084e-12,3.6557423754857155e-12,3.220835289183375e-06,5.960464477539063e-08
169,3.6557423754857155e-12,3.446576357646336e-12,3.1739713824339424e-06,5.960464477539063e-08
170,3.446576357646336e-12,3.5127456499139953e-12,3.0753403815769267e-06,5.960464477539063e-08
171,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
172,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
173,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
174,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
175,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
176,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
177,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
178,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
179,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
180,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
181,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
182,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
183,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
184,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
185,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
186,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
187,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
188,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
189,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
190,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
191,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
192,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
193,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
194,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
195,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
196,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
197,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
198,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
199,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
200,3.5127456499139953e-12,3.5127456499139953e-12,3.116923645050689e-06,0.0
